num_corre,año_ocu,dia_ocu,hora_ocu,g_hora,g_hora_hum,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
2491,2023,17,12,12:00 a 17:59,12,Tarde,Marzo,Viernes,Guatemala,Guatemala,4,Hombre,34,30-34,30-34,30 - 34,,Mayor,Motocicleta,Yumbo dakar,Gris,2013,2010-2019,Colisión
2492,2023,17,23,18:00 a 23:59,18,Noche,Marzo,Viernes,Guatemala,Guatemala,6,Hombre,50,50-54,50-54,50 - 54,,Mayor,Motocicleta,,,,,Derrape
2493,2023,17,8,06:00 a 11:59,6,Mañana,Marzo,Viernes,Guatemala,Villa Canales,,Hombre,,,,,,Mayor,Camioneta,Nissan,Gris,,,Colisión
2494,2023,17,8,06:00 a 11:59,6,Mañana,Marzo,Viernes,Guatemala,Villa Canales,,Hombre,,,,,,Mayor,Pick up,Renault,Gris,,,Colisión
2495,2023,17,8,06:00 a 11:59,6,Mañana,Marzo,Viernes,Guatemala,Villa Canales,,Hombre,,,,,,Mayor,Motocicleta,TVS Apache,Blanco,,,Colisión
2496,2023,17,11,06:00 a 11:59,6,Mañana,Marzo,Viernes,Guatemala,Amatitlán,,Hombre,,,,,,Mayor,Camión,Internacional,Blanco,1995,1990-1999,Colisión
2497,2023,17,11,06:00 a 11:59,6,Mañana,Marzo,Viernes,Guatemala,Amatitlán,,Hombre,38,35-39,35-39,35 - 39,,Mayor,Motocicleta,Yamaha,Rojo,,,Colisión
2498,2023,17,9,06:00 a 11:59,6,Mañana,Marzo,Viernes,Escuintla,Palín,,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,Suzuki,Gris,,,Colisión
2499,2023,17,9,06:00 a 11:59,6,Mañana,Marzo,Viernes,Escuintla,Palín,,Hombre,38,35-39,35-39,35 - 39,,Mayor,Motocicleta,Serpento,Negro,,,Colisión
2500,2023,17,17,12:00 a 17:59,12,Tarde,Marzo,Viernes,Escuintla,Siquinalá,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,Honda,Negro,2019,2010-2019,Colisión
2501,2023,17,17,12:00 a 17:59,12,Tarde,Marzo,Viernes,Escuintla,Siquinalá,,Hombre,,,,,,Mayor,Bus urbano,,,,,Colisión
2502,2023,17,17,12:00 a 17:59,12,Tarde,Marzo,Viernes,Escuintla,Escuintla,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Serpento,Negro,,,Colisión
2503,2023,17,17,12:00 a 17:59,12,Tarde,Marzo,Viernes,Escuintla,Escuintla,,Mujer,,,,,,Mayor,Motocicleta,Italika,Rojo,,,Colisión
2504,2023,17,18,18:00 a 23:59,18,Noche,Marzo,Viernes,San Marcos,San Pedro Sacatepéquez,3,Hombre,,,,,,Mayor,Pick up,Nissan,Blanco,,,Colisión
2505,2023,17,18,18:00 a 23:59,18,Noche,Marzo,Viernes,San Marcos,San Pedro Sacatepéquez,3,Hombre,36,35-39,35-39,35 - 39,,Mayor,Camioneta,Volvo,Negro,,,Colisión
2506,2023,17,18,18:00 a 23:59,18,Noche,Marzo,Viernes,San Marcos,San Pedro Sacatepéquez,4,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Negro,2017,2010-2019,Derrape
2507,2023,17,23,18:00 a 23:59,18,Noche,Marzo,Viernes,El Progreso,Guastatoya,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Italika,Negro,,,Derrape
2508,2023,17,17,12:00 a 17:59,12,Tarde,Marzo,Viernes,Sololá,Nahualá,,Hombre,68,65-69,60 y más,65 - 69,,Mayor,Automóvil,Toyota,Gris,2010,2010-2019,Embarrancó
2509,2023,17,21,18:00 a 23:59,18,Noche,Marzo,Viernes,Chimaltenango,Zaragoza,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Panel,Toyota,Blanco,2018,2010-2019,Colisión
2510,2023,17,21,18:00 a 23:59,18,Noche,Marzo,Viernes,Chimaltenango,Zaragoza,,Hombre,56,55-59,55-59,55 - 59,,Mayor,Automóvil,Mazda,Azul,,,Colisión
2511,2023,18,1,00:00 a 05:59,0,Mañana,Marzo,Sábado,Guatemala,Guatemala,7,Hombre,,,,,,Mayor,Automóvil,,Negro,,,Colisión
2512,2023,18,1,00:00 a 05:59,0,Mañana,Marzo,Sábado,Guatemala,Guatemala,7,Hombre,33,30-34,30-34,30 - 34,,Mayor,Motocicleta,Yamaha,Gris,2021,2020-2029,Colisión
2513,2023,18,14,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Guatemala,1,Hombre,25,25-29,25-29,25 - 29,,Mayor,Microbús,Toyota,Blanco,2020,2020-2029,Colisión
2514,2023,18,14,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Guatemala,1,Hombre,60,60-64,60 y más,60 - 64,,Mayor,Motocicleta,Serpento,Negro,2021,2020-2029,Colisión
2515,2023,18,15,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Petapa,1,Hombre,39,35-39,35-39,35 - 39,,Mayor,Cabezal,Honda,Corinto,,,Colisión
2516,2023,18,15,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Petapa,1,Hombre,32,30-34,30-34,30 - 34,,Mayor,Pick up,ZX auto,Rojo,,,Colisión
2517,2023,18,15,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Petapa,1,Hombre,,,,,,Mayor,Motocicleta,Freedom,Negro,,,Colisión
2518,2023,18,15,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Petapa,1,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Italika,Verde,,,Colisión
2519,2023,18,21,18:00 a 23:59,18,Noche,Marzo,Sábado,San Marcos,Pajapita,,Hombre,17,15-19,15-19,15 - 19,,Menor,Microbús,Toyota,Gris,2008,2000-2009,Colisión
2520,2023,18,21,18:00 a 23:59,18,Noche,Marzo,Sábado,San Marcos,Pajapita,,Hombre,29,25-29,25-29,25 - 29,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
2521,2023,18,14,12:00 a 17:59,12,Tarde,Marzo,Sábado,Chimaltenango,Yepocapa,,Hombre,61,60-64,60 y más,60 - 64,,Mayor,Camión,Ford,Blanco,2018,2010-2019,Colisión
2522,2023,18,14,12:00 a 17:59,12,Tarde,Marzo,Sábado,Chimaltenango,Yepocapa,,Hombre,40,40-44,40-44,40 - 44,,Mayor,Motocicleta,Suzuki,Negro,2022,2020-2029,Colisión
2523,2023,18,10,06:00 a 11:59,6,Mañana,Marzo,Sábado,Sololá,Sololá,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Pick up,Toyota,Blanco,,,Colisión
2524,2023,18,10,06:00 a 11:59,6,Mañana,Marzo,Sábado,Sololá,Sololá,,Hombre,38,35-39,35-39,35 - 39,,Mayor,Motocicleta,Yamaha,Negro,,,Colisión
2525,2023,18,21,18:00 a 23:59,18,Noche,Marzo,Sábado,Suchitepéquez,Samayac,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Pick up,Mitsubishi,Gris,2015,2010-2019,Colisión
2526,2023,18,21,18:00 a 23:59,18,Noche,Marzo,Sábado,Suchitepéquez,Samayac,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Freedom,,,,Colisión
2527,2023,18,20,18:00 a 23:59,18,Noche,Marzo,Sábado,Zacapa,Zacapa,,Hombre,,,,,,Mayor,Pick up,,,,,Colisión
2528,2023,18,20,18:00 a 23:59,18,Noche,Marzo,Sábado,Zacapa,Zacapa,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Gris,2021,2020-2029,Colisión
2529,2023,18,13,12:00 a 17:59,12,Tarde,Marzo,Sábado,Retalhuleu,Nuevo San Carlos,,Hombre,56,55-59,55-59,55 - 59,,Mayor,Microbús,,Gris,2016,2010-2019,Colisión
2530,2023,18,13,12:00 a 17:59,12,Tarde,Marzo,Sábado,Retalhuleu,Nuevo San Carlos,,Hombre,36,35-39,35-39,35 - 39,,Mayor,Microbús,,Rojo,2005,2000-2009,Colisión
2531,2023,18,18,18:00 a 23:59,18,Noche,Marzo,Sábado,Retalhuleu,Nuevo San Carlos,,Hombre,,,,,,Mayor,,,,,,Colisión
2532,2023,18,18,18:00 a 23:59,18,Noche,Marzo,Sábado,Retalhuleu,Nuevo San Carlos,,Mujer,38,35-39,35-39,35 - 39,,Mayor,Motocicleta,Italika,Negro,,,Colisión
2533,2023,18,11,06:00 a 11:59,6,Mañana,Marzo,Sábado,Escuintla,Escuintla,1,Hombre,49,45-49,45-49,45 - 49,,Mayor,Pick up,Mazda,Beige,2006,2000-2009,Colisión
2534,2023,18,11,06:00 a 11:59,6,Mañana,Marzo,Sábado,Escuintla,Escuintla,1,Hombre,40,40-44,40-44,40 - 44,,Mayor,Motocicleta,Bajaj,Azul,2022,2020-2029,Colisión
2535,2023,18,20,18:00 a 23:59,18,Noche,Marzo,Sábado,Totonicapán,Totonicapán,,Hombre,,,,,,Mayor,Bus urbano,,Blanco,1987,1980-1989,Embarrancó
2536,2023,18,15,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Guatemala,1,Hombre,46,45-49,45-49,45 - 49,,Mayor,Automóvil,Hyundai,Blanco,2014,2010-2019,Colisión
2537,2023,18,15,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Guatemala,1,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Negro,2023,2020-2029,Colisión
2538,2023,18,18,18:00 a 23:59,18,Noche,Marzo,Sábado,Guatemala,San José Pinula,3,Mujer,42,40-44,40-44,40 - 44,,Mayor,Automóvil,Toyota,Gris,2006,2000-2009,Colisión
2539,2023,18,18,18:00 a 23:59,18,Noche,Marzo,Sábado,Guatemala,San José Pinula,3,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Negro,2012,2010-2019,Colisión
2540,2023,18,14,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Villa Nueva,4,Hombre,,,,,,Mayor,Automóvil,Mazda,Gris,,,Colisión
2541,2023,18,14,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Villa Nueva,4,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Colisión
2542,2023,18,16,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Amatitlán,,Hombre,,,,,,Mayor,,,,,,Colisión
2543,2023,18,16,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Amatitlán,,Hombre,48,45-49,45-49,45 - 49,,Mayor,Motocicleta,Italika,Rojo,,,Colisión
2544,2023,18,18,18:00 a 23:59,18,Noche,Marzo,Sábado,Guatemala,Villa Nueva,4,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Italika,,,,Choque
2545,2023,18,16,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Mixco,8,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Freedom,Negro,2019,2010-2019,Derrape
2546,2023,18,22,18:00 a 23:59,18,Noche,Marzo,Sábado,Guatemala,Mixco,6,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Suzuki,Azul,2020,2020-2029,Choque
2547,2023,18,17,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,Mixco,10,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Suzuki,Gris,2016,2010-2019,Derrape
2548,2023,18,2,00:00 a 05:59,0,Mañana,Marzo,Sábado,Guatemala,Palencia,6,Hombre,27,25-29,25-29,25 - 29,,Mayor,Automóvil,Mitsubishi,Morado,2015,2010-2019,Colisión
2549,2023,18,2,00:00 a 05:59,0,Mañana,Marzo,Sábado,Guatemala,Palencia,6,Hombre,31,30-34,30-34,30 - 34,,Mayor,Cabezal,Freightliner,Rojo,2007,2000-2009,Colisión
2550,2023,18,2,00:00 a 05:59,0,Mañana,Marzo,Sábado,Guatemala,Palencia,6,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Blanco,,,Colisión
2551,2023,18,23,18:00 a 23:59,18,Noche,Marzo,Sábado,El Progreso,Guastatoya,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,,,,,Derrape
2552,2023,18,21,18:00 a 23:59,18,Noche,Marzo,Sábado,Izabal,Puerto Barrios,,Hombre,46,45-49,45-49,45 - 49,,Mayor,Cabezal,,,2007,2000-2009,Colisión
2553,2023,18,21,18:00 a 23:59,18,Noche,Marzo,Sábado,Izabal,Puerto Barrios,,Hombre,,,,,,Mayor,Motocicleta,,,,,Colisión
2554,2023,18,11,06:00 a 11:59,6,Mañana,Marzo,Sábado,Quiché,Santa Cruz del Quiché,,Hombre,33,30-34,30-34,30 - 34,,Mayor,Motocicleta,,Rojo,,,Derrape
2555,2023,18,17,12:00 a 17:59,12,Tarde,Marzo,Sábado,Guatemala,San José Pinula,,Hombre,38,35-39,35-39,35 - 39,,Mayor,Motocicleta,Haojue,Gris,2019,2010-2019,Derrape
2556,2023,18,19,18:00 a 23:59,18,Noche,Marzo,Sábado,Guatemala,Villa Nueva,5,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,,,,,Derrape
2557,2023,19,1,00:00 a 05:59,0,Mañana,Marzo,Domingo,Guatemala,Guatemala,1,Hombre,33,30-34,30-34,30 - 34,,Mayor,Motocicleta,Hero Hunk,Rojo,2022,2020-2029,Colisión
2558,2023,19,1,00:00 a 05:59,0,Mañana,Marzo,Domingo,Guatemala,Guatemala,1,Hombre,,,,,,Mayor,Camioneta,,,,,Colisión
2559,2023,19,11,06:00 a 11:59,6,Mañana,Marzo,Domingo,Guatemala,Guatemala,9,Hombre,54,50-54,50-54,50 - 54,,Mayor,Automóvil,Toyota,Blanco,2010,2010-2019,Colisión
2560,2023,19,11,06:00 a 11:59,6,Mañana,Marzo,Domingo,Guatemala,Guatemala,9,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Honda,Negro,2021,2020-2029,Colisión
2561,2023,19,21,18:00 a 23:59,18,Noche,Marzo,Domingo,Guatemala,Guatemala,16,Hombre,32,30-34,30-34,30 - 34,,Mayor,Automóvil,Volkswagen,Gris,,,Colisión
2562,2023,19,21,18:00 a 23:59,18,Noche,Marzo,Domingo,Guatemala,Guatemala,16,Hombre,57,55-59,55-59,55 - 59,,Mayor,Pick up,Ford,Gris,2014,2010-2019,Colisión
2563,2023,19,0,00:00 a 05:59,0,Mañana,Marzo,Domingo,Guatemala,Guatemala,7,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Azul,,,Derrape
2564,2023,19,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Guatemala,Guatemala,12,Hombre,71,70-74,60 y más,70 - 74,,Mayor,Camioneta,Kia,Azul,,,Colisión
2565,2023,19,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Guatemala,Guatemala,12,Hombre,32,30-34,30-34,30 - 34,,Mayor,Motocicleta,Movesa,Negro,2021,2020-2029,Colisión
2566,2023,19,22,18:00 a 23:59,18,Noche,Marzo,Domingo,Guatemala,Guatemala,12,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Rojo,,,Colisión
2567,2023,19,22,18:00 a 23:59,18,Noche,Marzo,Domingo,Guatemala,Guatemala,12,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
2568,2023,19,15,12:00 a 17:59,12,Tarde,Marzo,Domingo,Guatemala,Villa Canales,,Hombre,47,45-49,45-49,45 - 49,,Mayor,Automóvil,Honda,Gris,,,Colisión
2569,2023,19,15,12:00 a 17:59,12,Tarde,Marzo,Domingo,Guatemala,Villa Canales,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Pick up,Toyota,Verde,,,Colisión
2570,2023,19,11,06:00 a 11:59,6,Mañana,Marzo,Domingo,Guatemala,San Juan Sacatepéquez,,Hombre,48,45-49,45-49,45 - 49,,Mayor,Automóvil,Mazda,Azul,2014,2010-2019,Colisión
2571,2023,19,11,06:00 a 11:59,6,Mañana,Marzo,Domingo,Guatemala,San Juan Sacatepéquez,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Mazda,Rojo,2012,2010-2019,Colisión
2572,2023,19,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Jalapa,Jalapa,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Colisión
2573,2023,19,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Jalapa,Jalapa,,Hombre,,,,,,Mayor,Camioneta,Honda,Corinto,2004,2000-2009,Colisión
2574,2023,19,10,06:00 a 11:59,6,Mañana,Marzo,Domingo,Chiquimula,Chiquimula,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Automóvil,Mazda,Beige,2001,2000-2009,Colisión
2575,2023,19,10,06:00 a 11:59,6,Mañana,Marzo,Domingo,Chiquimula,Chiquimula,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Motocicleta,Yamaha,Azul,2009,2000-2009,Colisión
2576,2023,19,20,18:00 a 23:59,18,Noche,Marzo,Domingo,Zacapa,Zacapa,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Motocicleta,,,,,Colisión
2577,2023,19,20,18:00 a 23:59,18,Noche,Marzo,Domingo,Zacapa,Zacapa,,Hombre,,,,,,Mayor,Pick up,,,,,Colisión
2578,2023,19,11,06:00 a 11:59,6,Mañana,Marzo,Domingo,Zacapa,Río Hondo,,Hombre,17,15-19,15-19,15 - 19,,Menor,Motocicleta,Suzuki,Negro,,,Derrape
2579,2023,19,9,06:00 a 11:59,6,Mañana,Marzo,Domingo,Escuintla,La Gomera,,Hombre,34,30-34,30-34,30 - 34,,Mayor,Motocicleta,,,,,Colisión
2580,2023,19,9,06:00 a 11:59,6,Mañana,Marzo,Domingo,Escuintla,La Gomera,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Suzuki,Negro,,,Colisión
2581,2023,19,12,12:00 a 17:59,12,Tarde,Marzo,Domingo,Escuintla,Palín,,Mujer,30,30-34,30-34,30 - 34,,Mayor,Camioneta,Mazda,Corinto,,,Colisión
2582,2023,19,12,12:00 a 17:59,12,Tarde,Marzo,Domingo,Escuintla,Palín,,Hombre,16,15-19,15-19,15 - 19,,Menor,Motocicleta,Honda,Rojo,,,Colisión
2583,2023,19,13,12:00 a 17:59,12,Tarde,Marzo,Domingo,Escuintla,San José,,Hombre,,,,,,Mayor,Automóvil,Toyota,Gris,2008,2000-2009,Choque
2584,2023,19,1,00:00 a 05:59,0,Mañana,Marzo,Domingo,Escuintla,Escuintla,1,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Honda,Negro,,,Choque
2585,2023,19,3,00:00 a 05:59,0,Mañana,Marzo,Domingo,Escuintla,Escuintla,,Hombre,,,,,,Mayor,Cabezal,Volvo,Rojo,,,Choque
2586,2023,19,6,06:00 a 11:59,6,Mañana,Marzo,Domingo,Santa Rosa,Guazacapán,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Automóvil,Nissan,Negro,,,Colisión
2587,2023,19,6,06:00 a 11:59,6,Mañana,Marzo,Domingo,Santa Rosa,Guazacapán,,Hombre,,,,,,Mayor,Microbús,,Amarillo,,,Colisión
2588,2023,19,15,12:00 a 17:59,12,Tarde,Marzo,Domingo,Suchitepéquez,San Antonio Suchitepéquez,,Hombre,50,50-54,50-54,50 - 54,,Mayor,Cabezal,Internacional,Blanco,,,Colisión
2589,2023,19,15,12:00 a 17:59,12,Tarde,Marzo,Domingo,Suchitepéquez,San Antonio Suchitepéquez,,Mujer,40,40-44,40-44,40 - 44,,Mayor,Camioneta,Mitsubishi,Corinto,2003,2000-2009,Colisión
2590,2023,19,16,12:00 a 17:59,12,Tarde,Marzo,Domingo,Suchitepéquez,Cuyotenango,,Hombre,15,15-19,15-19,15 - 19,,Menor,Motocicleta,Movesa,Negro,2023,2020-2029,Colisión
2591,2023,19,16,12:00 a 17:59,12,Tarde,Marzo,Domingo,Suchitepéquez,Cuyotenango,,Hombre,17,15-19,15-19,15 - 19,,Menor,Motocicleta,Honda,Negro,,,Colisión
2592,2023,19,18,18:00 a 23:59,18,Noche,Marzo,Domingo,Retalhuleu,San Sebastián,,Hombre,36,35-39,35-39,35 - 39,,Mayor,Microbús,Hyundai,Amarillo,,,Colisión
2593,2023,19,18,18:00 a 23:59,18,Noche,Marzo,Domingo,Retalhuleu,San Sebastián,,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
2594,2023,19,6,06:00 a 11:59,6,Mañana,Marzo,Domingo,Retalhuleu,Retalhuleu,,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Derrape
2595,2023,19,14,12:00 a 17:59,12,Tarde,Marzo,Domingo,San Marcos,El Rodeo,,Hombre,44,40-44,40-44,40 - 44,,Mayor,Pick up,Toyota,Corinto,1996,1990-1999,Colisión
2596,2023,19,14,12:00 a 17:59,12,Tarde,Marzo,Domingo,San Marcos,El Rodeo,,Hombre,36,35-39,35-39,35 - 39,,Mayor,Motocicleta,Italika,Rojo,,,Colisión
2597,2023,19,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,San Marcos,La Blanca,,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
2598,2023,19,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,San Marcos,La Blanca,,Hombre,,,,,,Mayor,Motocicleta,,,,,Colisión
2599,2023,19,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Alta Verapaz,Tactic,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Automóvil,Toyota,Rojo,1991,1990-1999,Colisión
2600,2023,19,17,12:00 a 17:59,12,Tarde,Marzo,Domingo,Alta Verapaz,Tactic,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Suzuki,Blanco,,,Colisión
2601,2023,19,1,00:00 a 05:59,0,Mañana,Marzo,Domingo,Alta Verapaz,Cobán,,Mujer,26,25-29,25-29,25 - 29,,Mayor,Motocicleta,Italika,Verde,,,Colisión
2602,2023,19,1,00:00 a 05:59,0,Mañana,Marzo,Domingo,Alta Verapaz,Cobán,,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
2603,2023,19,12,12:00 a 17:59,12,Tarde,Marzo,Domingo,Baja Verapaz,San Miguel Chicaj,,Hombre,36,35-39,35-39,35 - 39,,Mayor,Automóvil,Mazda,Blanco,2013,2010-2019,Colisión
2604,2023,19,12,12:00 a 17:59,12,Tarde,Marzo,Domingo,Baja Verapaz,San Miguel Chicaj,,Hombre,14,Menor de 15,Menor de 15,10 - 14,,Menor,Motocicleta,Bajaj,Rojo,,,Colisión
2605,2023,19,11,06:00 a 11:59,6,Mañana,Marzo,Domingo,Baja Verapaz,Salamá,,Hombre,48,45-49,45-49,45 - 49,,Mayor,Automóvil,Mazda,Azul,1998,1990-1999,Choque
2606,2023,20,1,00:00 a 05:59,0,Mañana,Marzo,Lunes,Guatemala,Guatemala,11,Hombre,20,20-24,20-24,20 - 24,,Mayor,Automóvil,Nissan,Negro,1999,1990-1999,Choque
2607,2023,20,10,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,Guatemala,2,Mujer,49,45-49,45-49,45 - 49,,Mayor,Camioneta,Volvo,Verde,1998,1990-1999,Colisión
2608,2023,20,10,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,Guatemala,2,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Azul,2021,2020-2029,Colisión
2609,2023,20,7,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,Villa Canales,,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Corinto,,,Colisión
2610,2023,20,7,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,Villa Canales,,Hombre,41,40-44,40-44,40 - 44,,Mayor,Motocicleta,Suzuki,Gris,,,Colisión
2611,2023,20,11,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,Villa Nueva,2,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Azul,,,Colisión
2612,2023,20,11,06:00 a 11:59,6,Mañana,Marzo,Lunes,Guatemala,Villa Nueva,2,Mujer,31,30-34,30-34,30 - 34,,Mayor,Automóvil,Toyota,Gris,2010,2010-2019,Colisión
2613,2023,20,1,00:00 a 05:59,0,Mañana,Marzo,Lunes,San Marcos,Ayutla,,Hombre,35,35-39,35-39,35 - 39,Ebrio,Mayor,Automóvil,,,,,Colisión
2614,2023,20,1,00:00 a 05:59,0,Mañana,Marzo,Lunes,San Marcos,Ayutla,,Hombre,17,15-19,15-19,15 - 19,,Menor,Motocicleta,,,,,Colisión
2615,2023,20,11,06:00 a 11:59,6,Mañana,Marzo,Lunes,Sacatepéquez,Antigua Guatemala,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Choque
2616,2023,20,22,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,San José Pinula,1,Hombre,22,20-24,20-24,20 - 24,,Mayor,Automóvil,Nissan,Gris,2017,2010-2019,Colisión
2617,2023,20,22,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,San José Pinula,1,Hombre,,,,,,Mayor,Motocicleta,,Negro,,,Colisión
2618,2023,20,17,12:00 a 17:59,12,Tarde,Marzo,Lunes,Guatemala,Guatemala,9,Hombre,18,15-19,15-19,15 - 19,,Mayor,Microbús,Mazda,Gris,2009,2000-2009,Colisión
2619,2023,20,17,12:00 a 17:59,12,Tarde,Marzo,Lunes,Guatemala,Guatemala,9,Hombre,60,60-64,60 y más,60 - 64,,Mayor,Motocicleta,Bajaj,Azul,2012,2010-2019,Colisión
2620,2023,20,14,12:00 a 17:59,12,Tarde,Marzo,Lunes,Escuintla,San José,,Hombre,,,,,,Mayor,Pick up,Nissan,Rojo,,,Colisión
2621,2023,20,14,12:00 a 17:59,12,Tarde,Marzo,Lunes,Escuintla,San José,,Hombre,,,,,,Mayor,Motocicleta,Honda,Negro,,,Colisión
2622,2023,20,23,18:00 a 23:59,18,Noche,Marzo,Lunes,Retalhuleu,El Asintal,,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,Italika,Negro,,,Derrape
2623,2023,20,21,18:00 a 23:59,18,Noche,Marzo,Lunes,Alta Verapaz,San Cristóbal Verapaz,,Hombre,66,65-69,60 y más,65 - 69,Ebrio,Mayor,Camioneta,Toyota,Blanco,2008,2000-2009,Colisión
2624,2023,20,21,18:00 a 23:59,18,Noche,Marzo,Lunes,Alta Verapaz,San Cristóbal Verapaz,,Hombre,26,25-29,25-29,25 - 29,,Mayor,Motocicleta,Bajaj,Rojo,2012,2010-2019,Colisión
2625,2023,20,23,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Santa Catarina Pinula,,Hombre,,,,,,Mayor,Cabezal,,Rojo,,,Colisión
2626,2023,20,23,18:00 a 23:59,18,Noche,Marzo,Lunes,Guatemala,Santa Catarina Pinula,,Mujer,48,45-49,45-49,45 - 49,,Mayor,Motocicleta,,,,,Colisión
2627,2023,20,0,00:00 a 05:59,0,Mañana,Marzo,Lunes,Guatemala,Mixco,8,Hombre,,,,,,Mayor,,,,,,Colisión
2628,2023,20,0,00:00 a 05:59,0,Mañana,Marzo,Lunes,Guatemala,Mixco,8,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Colisión
